date,title,link,price,bedroom,sqft,neighborhood,bathroom,amenities
1/9,Furnished Studio Available Now!,https://boston.craigslist.org/nwb/apa/d/lowell-furnished-studio-available-now/7576589612.html,"$2,300",,400,"Lowell, Massachusetts",1,"['air conditioning', 'cats are OK - purrr', 'furnished', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/9,"Fully furnished 2 bed-Single family house , Short Term-Renovated Harva",https://boston.craigslist.org/gbs/apa/d/watertown-fully-furnished-bed-single/7576589397.html,"$3,600",2br,,Belmont,2,"['broker fee details: 3600', 'apartment', 'w/d in unit', 'listed by: Bayside Realty', 'off-street parking', 'rent period: monthly']"
1/9,Fabulous MASSIVE 2 bed in a house for 9/1/23- VERY RARE!,https://boston.craigslist.org/gbs/apa/d/allston-fabulous-massive-bed-in-house/7576589357.html,"$2,900",2br,,Allston,1,"['apartment', 'laundry in bldg', 'off-street parking', 'rent period: monthly']"
1/9,Malden Square Location,https://boston.craigslist.org/gbs/apa/d/malden-malden-square-location/7576585124.html,"$1,750",1br,,Malden,1,"['apartment', 'laundry in bldg', 'no smoking', 'street parking', 'rent period: monthly']"
1/9,**South Boston 6 Month Sublease with 12 month renewal potential**,https://boston.craigslist.org/gbs/apa/d/south-boston-south-boston-month/7576584823.html,"$2,600",2br,1200,South Boston,1.5,"['air conditioning', 'apartment', 'w/d in unit', 'street parking', 'rent period: monthly']"
1/9,The Eddy - need someone to take over lease ASAP,https://boston.craigslist.org/gbs/apa/d/boston-the-eddy-need-someone-to-take/7576581454.html,"$2,784",1br,650,East Boston,1,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'rent period: monthly', 'wheelchair accessible']"
1/9,Excellent 2BD!10 min to Central SQ T!In unit Laundry!Partly Furnished!,https://boston.craigslist.org/gbs/apa/d/cambridge-excellent-2bd10-min-to/7576578266.html,"$3,200",2br,,Central Square,1,"['broker fee details: $3200', 'apartment', 'w/d in unit', 'listed by: Maven Realty', 'no smoking', 'street parking', 'rent period: monthly']"
1/9,"Beautiful 2 bed Condo 2 baths, great view-Heated, pkg avail-ASAP",https://boston.craigslist.org/gbs/apa/d/cambridge-beautiful-bed-condo-baths/7576576124.html,"$3,500",2br,,"Cambridge, Central sq, MIT, Harvard sq",2,"['broker fee details: 3500', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'listed by: Bayside Realty', 'off-street parking', 'rent period: monthly']"
1/9,"Renovated, 2 Bed Plus-Harvard sq-HBS area , porch, laundry A/c-ASAP-Fe",https://boston.craigslist.org/gbs/apa/d/boston-renovated-bed-plus-harvard-sq/7576565245.html,"$3,400",2br,,"Cambridge, HBS, Harvard sq, Central sq",1,"['broker fee details: 3400', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'listed by: Bayside Realty', 'no parking', 'rent period: monthly']"
1/9,Fabulous MASSIVE 4 bed 2 bath for 9/1/2023!,https://boston.craigslist.org/gbs/apa/d/allston-fabulous-massive-bed-bath-for/7576564512.html,"$4,600",4br,,Allston,2,"['apartment', 'laundry in bldg', 'off-street parking', 'rent period: monthly']"
1/9,Sunny 1 Bedroom Apartment,https://boston.craigslist.org/gbs/apa/d/medford-sunny-bedroom-apartment/7576562153.html,"$1,750",1br,,Arlington,1,"['air conditioning', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/9,Location PLUS..Wollaston.,https://boston.craigslist.org/sob/apa/d/quincy-location-pluswollaston/7576558381.html,"$2,095",2br,800,Quincy,1,"['apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/9,Spacious two bedroom/TWO full bathrooms,https://boston.craigslist.org/sob/apa/d/quincy-spacious-two-bedroom-two-full/7576557742.html,"$2,395",2br,920,Quincy,2,"['air conditioning', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage', 'rent period: monthly']"
1/9,September 1st  1 Bed 1 Bath**Hot Water Inc,https://boston.craigslist.org/gbs/apa/d/boston-september-1st-bed-bathhot-water/7576553621.html,"$2,350",1br,600,North End,1,"['broker fee details: one month', 'apartment', 'no laundry on site', 'listed by: Carmine Federico - Greater Metropolitan Real Estate', 'street parking', 'rent period: monthly']"
1/9,Large renovated JUNE 1st Mission Hill 1 bed!,https://boston.craigslist.org/gbs/apa/d/brookline-village-large-renovated-june/7576552892.html,"$2,045",1br,,Mission Hill,1,"['cats are OK - purrr', 'apartment', 'laundry on site', 'street parking', 'rent period: monthly']"
1/9,"Top Flr, Cozy, 2 BR/1 BA Apt nr Harv. Law! Hdwd, Ht/hw incl! 2/1~",https://boston.craigslist.org/gbs/apa/d/cambridge-top-flr-cozy-br-ba-apt-nr/7576552839.html,"$2,600",2br,850,Sacramento St./ Nr Harvard Sq.,1,"['broker fee details: 2500.', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'listed by: Kim/ Senne RE', 'no smoking', 'street parking', 'rent period: monthly']"
1/9,"CUTE & CLASSY CAMBRIDGE FULL SERVICE 2BED/2BH, W/D, GYM, ROOFDECK",https://boston.craigslist.org/gbs/apa/d/cambridge-cute-classy-cambridge-full/7576552023.html,"$4,849",2br,1194,Cambridge Walk to Subway -Shuttle to MIT,2,"['EV charging', 'air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'rent period: monthly']"
1/9,HEAT INCLUDED. PRIVATE PATIO. FITNESS CENTER. POOL!,https://boston.craigslist.org/nwb/apa/d/lowell-heat-included-private-patio/7576551835.html,"$1,986",1br,560,CHELMSFORD,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'off-street parking', 'rent period: monthly']"
1/9,Hull Quiet Side-Street One Block To Beach And Bus,https://boston.craigslist.org/sob/apa/d/hull-hull-quiet-side-street-one-block/7576546605.html,"$1,550",1br,,south shore,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'off-street parking', 'rent period: monthly']"
1/9,Amazing 3br in Fenway!!,https://boston.craigslist.org/gbs/apa/d/boston-amazing-3br-in-fenway/7576545697.html,"$6,500",3br,,Fenway,2,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'off-street parking', 'rent period: monthly']"
1/9,"LUXURY Renovated Beacon Street 3Bed/2Bath, GARAGE PKNG, A/C, May 15th!",https://boston.craigslist.org/gbs/apa/d/brookline-village-luxury-renovated/7576540925.html,"$4,700",3br,,Beacon Street/Brookline/Washington Square,2,"[""broker fee details: One Month's Rent"", 'condo', 'laundry in bldg', 'listed by: Heidi Shenker Real Estate', 'attached garage', 'rent period: monthly']"
1/9,a beautiful loft,https://boston.craigslist.org/nos/apa/d/wakefield-beautiful-loft/7576538199.html,"$1,600",1br,800,downtown wakefield near t,1,"['air conditioning', 'apartment', 'laundry in bldg', 'no parking', 'rent period: monthly']"
1/9,"Partial Fee! Modern 2 BR nr MIT w/ 24-hr Concierge, Incl Heat & H.W.",https://boston.craigslist.org/gbs/apa/d/cambridge-partial-fee-modern-br-nr-mit/7576537791.html,"$3,270",2br,700,Cambridge - Kendall Square,1,"['broker fee details: $2270', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'listed by: Senné Residential of Cambridge', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/9,Fantastic Studio w/Alcove in Fenway!!!,https://boston.craigslist.org/gbs/apa/d/boston-fantastic-studio-alcove-in-fenway/7576528999.html,"$1,850",,,Kenmore,1,"['apartment', 'laundry on site', 'off-street parking', 'rent period: monthly']"
1/9,Lovely Studio in Fenway!!,https://boston.craigslist.org/gbs/apa/d/boston-lovely-studio-in-fenway/7576527979.html,"$2,100",,,Kenmore,1,"['apartment', 'laundry on site', 'off-street parking', 'rent period: monthly']"
1/9,Get this 3br in Fenway!!!,https://boston.craigslist.org/gbs/apa/d/boston-get-this-3br-in-fenway/7576526909.html,"$3,600",3br,,Kenmore,1,"['apartment', 'laundry in bldg', 'off-street parking', 'rent period: monthly']"
1/9,Awesome 3br in Fenway!!,https://boston.craigslist.org/gbs/apa/d/boston-awesome-3br-in-fenway/7576521657.html,"$3,800",3br,,Fenway,1,"['apartment', 'laundry in bldg', 'street parking', 'rent period: monthly']"
1/9,"Totally remodeled 3 bedroom with 6 rooms, New Hardwood Floors",https://boston.craigslist.org/nos/apa/d/malden-totally-remodeled-bedroom-with/7576521290.html,"$3,000",3br,,Malden,1,"['broker fee details: 1500', 'apartment', 'no laundry on site', 'listed by: Robert Klemm Broker', 'no smoking', 'no parking', 'rent period: monthly']"
1/9,"Quick 99, 105 or 106 Bus to Orange Line or Encore Casino",https://boston.craigslist.org/nos/apa/d/everett-quick-or-106-bus-to-orange-line/7576520873.html,"$2,800",3br,,Everett,1,"['broker fee details: 1400', 'apartment', 'no laundry on site', 'listed by: Robert Klemm Broker', 'no smoking', 'no parking', 'rent period: monthly']"
1/9,2nd Floor HUGE Industrial Loft Style Apt w Laundry**NO Broker FEE**,https://boston.craigslist.org/sob/apa/d/quincy-2nd-floor-huge-industrial-loft/7576519263.html,"$2,500",2br,1014,Quincy,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/9,SEPT 2023-Audubon Circle 2 bed. H/HW inc. 1 Month Fee,https://boston.craigslist.org/gbs/apa/d/boston-sept-2023-audubon-circle-bed-hw/7576515431.html,"$3,000",2br,,Fenway,1,"['apartment', 'laundry in bldg', 'street parking', 'rent period: monthly']"
1/9,Sophisticated Haven In A Premium Lifestyle Enclave - 7 Island Rd,https://boston.craigslist.org/gbs/apa/d/medway-sophisticated-haven-in-premium/7576512884.html,"$3,097",3br,1666,Franklin,2,"['house', 'w/d hookups', 'no smoking', 'attached garage', 'rent period: monthly']"
1/9,4/1!Modern BLDG 2BD! HT/ Incl!Parking!8 min to Davis T!Laundry!Dog NEG,https://boston.craigslist.org/gbs/apa/d/cambridge-1modern-bldg-2bd-ht/7576510650.html,"$3,200",2br,,Davis Sq/N.Cambridge,1,"['air conditioning', 'broker fee details: $3200', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'listed by: Maven Realty', 'no smoking', 'street parking', 'rent period: monthly']"
1/9,SEPT 2023-Awesome Brighton Pet Friendly 1 bed.,https://boston.craigslist.org/gbs/apa/d/brighton-sept-2023-awesome-brighton-pet/7576510333.html,"$1,950",,,Brighton,1,"['dogs are OK - wooof', 'condo', 'laundry on site', 'off-street parking', 'rent period: monthly']"
1/9,2 Bedeoom,https://boston.craigslist.org/nos/apa/d/salem-bedeoom/7576505928.html,"$1,800",2br,,Salem,1,"['apartment', 'w/d in unit', 'off-street parking', 'rent period: monthly']"
1/9,One bedroom Modern Townhouse - Near Major Highways,https://boston.craigslist.org/nwb/apa/d/lowell-one-bedroom-modern-townhouse/7576494997.html,"$1,510",1br,,Lowell/TewksburyLine/NearBillerica&Chelmsford,1,"['apartment', 'w/d hookups', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/9,Furnished 1 Bedroom unit NEXT TO HARVARD,https://boston.craigslist.org/gbs/apa/d/cambridge-furnished-bedroom-unit-next/7576490023.html,"$2,550",1br,720,Cambridge,1,"['air conditioning', 'furnished', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/9,"WOW FULL SERVICE LUXURY! W/D, GYM, BACK BAY! FREE GAS/HOT WATER & WIFI",https://boston.craigslist.org/gbs/apa/d/boston-wow-full-service-luxury-d-gym/7576488502.html,"$3,475",,508,Back Bay of Boston - Walk to Boston Commons / Public Garden,1,"['EV charging', 'air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'rent period: monthly', 'wheelchair accessible']"
1/9,❤❤❤HARVARD SINGLE FAMILY 3 BEDS 3 BATHS AND A LOFT...PETS OK,https://boston.craigslist.org/gbs/apa/d/cambridge-harvard-single-family-beds/7576487108.html,"$5,000",3br,2200,CAMBRIDGE/HURON VILLAGE,3,"['broker fee details: 5000', 'cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d in unit', 'listed by: BONNIE', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/9,NO FEE!! 4 BEDROOM 2 BATH HOUSE/PETS OK/COHASSET/GORGEOUS,https://boston.craigslist.org/sob/apa/d/cohasset-no-fee-bedroom-bath-house-pets/7576486977.html,"$4,500",4br,,COHASSET,2,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d in unit', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/9,3 BEDROOM 2 BATH..HARVARD..CATS OK..PARKING,https://boston.craigslist.org/gbs/apa/d/cambridge-bedroom-bathharvardcats/7576486892.html,"$3,600",3br,,CAMBRIDGE,2,"['air conditioning', 'broker fee details: 3600', 'cats are OK - purrr', 'house', 'w/d in unit', 'listed by: BONNIE', 'off-street parking', 'rent period: monthly']"
1/9,LARGE ROOM..SULLIVAN/UNION..GREEN+ORANGELINE..MIT..HARVARD..MGH.PETS O,https://boston.craigslist.org/gbs/apa/d/somerville-large-roomsullivan/7576486816.html,"$1,200",1br,,SOMERVILLE,1,"['air conditioning', 'broker fee details: 1200', 'cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'laundry on site', 'listed by: BONNIE', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/9,LARGE ROOM IN A HOUSE/MIT/EAST CAMBRIDGE/KENDALL/MIT/MGH/REDLINE,https://boston.craigslist.org/gbs/apa/d/cambridge-large-room-in-house-mit-east/7576486729.html,"$1,250",1br,,CAMBRIDGE,1,"['broker fee details: 1250', 'furnished', 'house', 'w/d in unit', 'listed by: BONNIE', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/9,2BR UNIT CLOSE TO SULLIVAN STATION! WITH W&D IN UNIT! GREAT DEAL!,https://boston.craigslist.org/gbs/apa/d/charlestown-2br-unit-close-to-sullivan/7576483766.html,"$4,498",2br,1010,Charlestown,2,"['air conditioning', 'broker fee details: 0', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'listed by: Hartley Realty Group', 'no smoking', 'attached garage', 'rent period: monthly', 'wheelchair accessible']"
1/9,2BR UNIT CLOSE TO SULLIVAN STATION! WITH W&D IN UNIT! GREAT DEAL!,https://boston.craigslist.org/gbs/apa/d/charlestown-2br-unit-close-to-sullivan/7576483654.html,"$3,971",2br,860,Charlestown,2,"['air conditioning', 'broker fee details: 0', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'listed by: Hartley Realty Group', 'no smoking', 'attached garage', 'rent period: monthly', 'wheelchair accessible']"
1/9,1BR UNIT CLOSE TO SULLIVAN STATION! WITH W&D IN UNIT! GREAT DEAL!,https://boston.craigslist.org/gbs/apa/d/charlestown-1br-unit-close-to-sullivan/7576483507.html,"$3,199",1br,585,Charlestown,1,"['air conditioning', 'broker fee details: 0', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'listed by: Hartley Realty Group', 'no smoking', 'attached garage', 'rent period: monthly', 'wheelchair accessible']"
1/9,1BR UNIT CLOSE TO SULLIVAN STATION! WITH W&D IN UNIT! GREAT DEAL!,https://boston.craigslist.org/gbs/apa/d/charlestown-1br-unit-close-to-sullivan/7576483387.html,"$3,174",1br,756,Charlestown,1,"['air conditioning', 'broker fee details: 0', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'listed by: Hartley Realty Group', 'no smoking', 'attached garage', 'rent period: monthly', 'wheelchair accessible']"
1/9,STUDIO UNIT CLOSE TO SULLIVAN STATION! WITH W&D IN UNIT! GREAT DEAL!,https://boston.craigslist.org/gbs/apa/d/charlestown-studio-unit-close-to/7576483279.html,"$2,712",,496,Charlestown,1,"['air conditioning', 'broker fee details: 0', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'listed by: Hartley Realty Group', 'no smoking', 'attached garage', 'rent period: monthly', 'wheelchair accessible']"
1/9,STUDIO UNIT CLOSE TO SULLIVAN STATION! WITH W&D IN UNIT! GREAT DEAL!,https://boston.craigslist.org/gbs/apa/d/charlestown-studio-unit-close-to/7576483146.html,"$2,702",,526,Charlestown,1,"['air conditioning', 'broker fee details: 0', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'listed by: Hartley Realty Group', 'no smoking', 'attached garage', 'rent period: monthly', 'wheelchair accessible']"
1/8,"LUXURY Renovated Beacon Street 3Bed/2Bath, GARAGE PKNG, A/C, May 15th!",https://boston.craigslist.org/gbs/apa/d/brookline-village-luxury-renovated/7576445737.html,"$4,700",3br,,Beacon Street/Brookline/Washington Square,2,"[""broker fee details: One Month's Rent"", 'condo', 'laundry in bldg', 'listed by: Heidi Shenker Real Estate', 'attached garage', 'rent period: monthly']"
1/8,Nice and fully renovated 2Bd in Winter Hill,https://boston.craigslist.org/gbs/apa/d/somerville-nice-and-fully-renovated-2bd/7576441194.html,"$2,600",2br,860,Somerville,1,"['apartment', 'laundry in bldg', 'no smoking', 'street parking', 'rent period: monthly']"
1/8,"Immediate Availability 2 Bed, 2 Bath  in Central Square - $3,100",https://boston.craigslist.org/gbs/apa/d/cambridge-immediate-availability-bed/7576439802.html,"$3,100",2br,,"Central Square, Cambridge",2,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'attached garage', 'rent period: monthly']"
1/8,Renovated 2BR w Parking Near Harvard Square,https://boston.craigslist.org/gbs/apa/d/boston-renovated-2br-parking-near/7576433730.html,"$3,700",2br,825,Harvard Square,1,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/8,"**VIDEO** RENOVATED, TWO BEDROOM APARTMENT, NEW KITCHEN & BATH, NO FEE",https://boston.craigslist.org/gbs/apa/d/watertown-video-renovated-two-bedroom/7576412527.html,"$2,695",2br,,"Belmont, Cambridge, Watertown",1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'off-street parking', 'rent period: monthly']"
1/8,Apt for rent,https://boston.craigslist.org/gbs/apa/d/roxbury-apt-for-rent/7576408683.html,"$3,500",4br,,"Roxbury, Mass",1.5,"['cats are OK - purrr', 'apartment', 'w/d hookups', 'no smoking', 'street parking', 'rent period: monthly']"
1/8,2 BED 2 BATH || HEAT/HW/PRKG || LARGE CLOSETS || NO LAST-NO SECURITY!,https://boston.craigslist.org/gbs/apa/d/newtonville-bed-bath-heat-hw-prkg-large/7576408567.html,"$2,595",2br,,NEWTON,2,"['broker fee details: 2595', 'apartment', 'laundry in bldg', 'listed by: FOLEY & SOULE ASSOCIATES', 'off-street parking', 'rent period: monthly']"
1/8,SUN DRENCHED  2 BED *** HEAT/HW/PRKG *** WALK TO RIVERSIDE T ***,https://boston.craigslist.org/gbs/apa/d/newton-lower-falls-sun-drenched-bed/7576408420.html,"$2,495",2br,,NEWTON,1,"['broker fee details: 2495', 'apartment', 'laundry in bldg', 'listed by: FOLEY & SOULE ASSOCIATES', 'off-street parking', 'rent period: monthly']"
1/8,SUNNY 1 BED ** HEAT/HW/PRKG ** NO LAST + NO SECURITY! *,https://boston.craigslist.org/gbs/apa/d/auburndale-sunny-bed-heat-hw-prkg-no/7576408252.html,"$2,095",1br,,NEWTON,1,"['broker fee details: 2095', 'apartment', 'laundry on site', 'listed by: FOLEY & SOULE ASSOCIATES', 'off-street parking', 'rent period: monthly']"
1/8,Townhome for Rent,https://boston.craigslist.org/gbs/apa/d/ayer-townhome-for-rent/7576402950.html,"$1,900",2br,900,Groton Massachusetts,1,['saturday 2023-01-14']
