price,sqft,beds,bath,laundry,pets,housing_type,parking,hood_district
3495,800.0,2.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,9.0
3500,850.0,2.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8.0
3475,925.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,9.0
4395,1035.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,6.0
3850,1050.0,2.0,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
4595,1500.0,3.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,5.0
4750,1414.0,3.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
19000,2358.0,3.0,3.5,(a) in-unit,(d) no pets,(c) multi,(a) valet,9.0
3650,750.0,3.0,2.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,1.0
2875,633.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,2.0
2427,1133.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,10.0
2695,1000.0,2.0,2.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
2695,1000.0,2.0,2.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,5.0
3412,916.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
2850,750.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
3099,875.0,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,6.0
4050,1200.0,3.0,1.5,(a) in-unit,(c) cats,(c) multi,(d) no parking,9.0
2200,500.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,7.0
2595,650.0,1.0,1.0,(b) on-site,(c) cats,(c) multi,(b) protected,1.0
3295,933.0,2.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,8.0
3295,833.0,2.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,8.0
3300,950.0,3.0,1.5,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
3500,909.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
3459,882.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
4950,1300.0,3.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,6.0
2669,789.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
2995,650.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
3525,805.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,6.0
4210,1374.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
2395,650.0,1.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,6.0
2200,550.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2595,690.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
4400,1200.0,3.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,8.0
1900,650.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,1.0
3400,680.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,6.0
2450,450.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,8.0
2195,750.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,1.0
1800,450.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(c) off-street,3.0
2990,587.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,5.0
3980,800.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,5.0
2950,1000.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,6.0
3799,1187.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
4000,775.0,3.0,1.0,(b) on-site,(d) no pets,(a) single,(d) no parking,10.0
5290,1420.0,3.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4800,1400.0,3.0,2.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,9.0
3600,1000.0,3.0,1.5,(b) on-site,(d) no pets,(c) multi,(d) no parking,1.0
4295,830.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
3000,675.0,1.0,1.0,(b) on-site,(c) cats,(c) multi,(c) off-street,8.0
4999,1400.0,3.0,2.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,6.0
3700,1300.0,1.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2800,970.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
3100,500.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
1600,400.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
1600,400.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
5500,1500.0,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,7.0
5500,1500.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,7.0
2246,476.0,0.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,2.0
3150,800.0,2.0,1.0,(b) on-site,(d) no pets,(a) single,(d) no parking,9.0
4900,1600.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3995,1800.0,4.0,2.0,(b) on-site,(a) both,(c) multi,(d) no parking,5.0
3995,1800.0,4.0,2.0,(b) on-site,(a) both,(c) multi,(d) no parking,9.0
3995,850.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
4500,1700.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,7.0
2800,780.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,5.0
2800,790.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,5.0
5300,1600.0,4.0,2.0,(b) on-site,(d) no pets,(a) single,(d) no parking,2.0
3575,1000.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
3575,1000.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2195,450.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
7746,2450.0,4.0,3.5,(a) in-unit,(a) both,(c) multi,(b) protected,5.0
7746,2450.0,4.0,3.5,(a) in-unit,(a) both,(c) multi,(b) protected,5.0
2295,573.0,0.0,1.0,(b) on-site,(b) dogs,(c) multi,(d) no parking,8.0
5400,1600.0,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,7.0
2680,591.0,1.0,1.5,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3466,551.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,5.0
2595,627.0,1.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,6.0
4200,1000.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,2.0
1995,357.0,0.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,6.0
3250,655.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,6.0
2075,346.0,0.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,6.0
2075,346.0,0.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,6.0
2986,503.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(a) valet,9.0
3190,840.0,2.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,8.0
4950,2000.0,4.0,2.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,1.0
4495,1600.0,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,1.0
2998,585.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2900,700.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
1995,415.0,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(b) protected,6.0
4100,1000.0,2.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,5.0
4750,1500.0,3.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,1.0
4536,914.0,2.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3775,1000.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
5695,1965.0,4.0,2.0,(b) on-site,(c) cats,(c) multi,(d) no parking,9.0
4495,1400.0,4.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
3295,850.0,1.0,1.0,(b) on-site,(c) cats,(c) multi,(b) protected,7.0
3000,950.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(c) off-street,7.0
3295,800.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
3150,920.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
3550,1200.0,3.0,1.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,8.0
3450,950.0,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
2850,800.0,2.0,1.0,(c) no laundry,(d) no pets,(c) multi,(b) protected,2.0
2500,650.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,5.0
3950,985.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
4695,1850.0,4.0,2.5,(a) in-unit,(d) no pets,(a) single,(b) protected,10.0
2995,700.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
7400,2208.0,5.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,7.0
2795,950.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,8.0
7995,3000.0,2.0,2.0,(b) on-site,(a) both,(c) multi,(d) no parking,7.0
2882,796.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
3800,1350.0,3.0,2.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,2.0
2137,480.0,2.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,8.0
2900,1000.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
4000,1700.0,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2350,525.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,1.0
3500,1375.0,2.0,2.0,(a) in-unit,(d) no pets,(a) single,(b) protected,2.0
1950,700.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
2650,650.0,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,8.0
2450,700.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
3250,833.0,2.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2975,750.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,7.0
2975,880.0,2.0,1.0,(c) no laundry,(a) both,(c) multi,(d) no parking,8.0
6100,2000.0,3.0,2.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
4800,2106.0,3.0,2.5,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3500,1000.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
1950,600.0,1.0,1.0,(b) on-site,(d) no pets,(b) double,(d) no parking,2.0
5915,1783.0,3.0,3.0,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
1699,525.0,1.0,1.0,(c) no laundry,(d) no pets,(b) double,(d) no parking,1.0
3995,1000.0,2.0,2.0,(a) in-unit,(c) cats,(c) multi,(b) protected,5.0
3943,1452.0,3.0,2.5,(c) no laundry,(d) no pets,(c) multi,(d) no parking,10.0
2905,981.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,10.0
3899,1102.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
3000,800.0,1.0,1.0,(c) no laundry,(c) cats,(c) multi,(c) off-street,1.0
2800,950.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
2992,837.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4991,912.0,2.0,2.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
2750,627.0,1.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,9.0
2850,800.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
2100,550.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7.0
3595,1000.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
2685,596.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
1775,320.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,2.0
1795,450.0,0.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,8.0
1800,500.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
3500,700.0,2.0,2.0,(b) on-site,(a) both,(c) multi,(d) no parking,9.0
1700,307.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,9.0
2395,700.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,5.0
2565,303.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,9.0
5100,1250.0,3.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
4995,1236.0,3.0,2.0,(a) in-unit,(b) dogs,(c) multi,(b) protected,6.0
3150,800.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
3050,720.0,2.0,1.0,(a) in-unit,(c) cats,(a) single,(d) no parking,9.0
3000,744.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,4.0
3995,933.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
2700,900.0,3.0,1.0,(c) no laundry,(c) cats,(c) multi,(d) no parking,9.0
4500,1250.0,2.0,2.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2815,621.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,6.0
3995,860.0,2.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
2800,700.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,6.0
2790,548.0,2.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2594,850.0,1.0,1.0,(b) on-site,(c) cats,(c) multi,(b) protected,7.0
2050,500.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,1.0
1600,289.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,6.0
5000,1600.0,3.0,2.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
9100,3200.0,5.0,3.0,(a) in-unit,(d) no pets,(a) single,(d) no parking,4.0
9000,2588.0,2.0,2.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,8.0
3195,897.0,1.0,1.0,(b) on-site,(c) cats,(c) multi,(b) protected,5.0
2950,550.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2800,600.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
4495,1500.0,3.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,5.0
3995,1400.0,3.0,1.5,(c) no laundry,(c) cats,(c) multi,(d) no parking,5.0
3400,1700.0,3.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,10.0
4995,1500.0,4.0,2.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
2700,717.0,1.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,1.0
3250,901.0,1.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
6800,1350.0,3.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,8.0
2500,350.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,8.0
2950,760.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(a) valet,8.0
4800,1050.0,3.0,3.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
3300,724.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2900,650.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,5.0
3500,780.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3300,955.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,6.0
4500,1300.0,2.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,8.0
4305,1365.0,3.0,2.5,(a) in-unit,(a) both,(c) multi,(d) no parking,8.0
4495,1300.0,2.0,2.0,(b) on-site,(c) cats,(c) multi,(b) protected,7.0
3549,790.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
4300,1600.0,3.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,10.0
2099,525.0,0.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,1.0
1600,410.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
4675,1110.0,2.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,7.0
2517,370.0,0.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,9.0
2900,558.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
2995,609.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(b) protected,9.0
6999,1925.0,5.0,2.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,7.0
4900,1303.0,3.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
2880,750.0,2.0,1.0,(a) in-unit,(b) dogs,(c) multi,(d) no parking,1.0
2995,670.0,1.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,9.0
4500,1450.0,2.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,8.0
4500,1450.0,2.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,8.0
3990,500.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2300,600.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,10.0
7500,2500.0,6.0,2.5,(a) in-unit,(d) no pets,(c) multi,(d) no parking,9.0
3290,486.0,0.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3090,470.0,0.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
5290,1442.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3995,1072.0,2.0,2.0,(b) on-site,(d) no pets,(c) multi,(b) protected,8.0
2990,640.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2790,588.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4590,1050.0,2.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
4790,1043.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
5790,1376.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3990,845.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2890,486.0,0.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2490,460.0,0.0,1.0,(b) on-site,(a) both,(c) multi,(b) protected,9.0
3690,1044.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
3990,736.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
2450,530.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
1300,250.0,0.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,10.0
5200,1440.0,3.0,2.0,(c) no laundry,(d) no pets,(c) multi,(b) protected,8.0
1400,350.0,0.0,1.0,(a) in-unit,(d) no pets,(c) multi,(c) off-street,10.0
1400,300.0,0.0,1.0,(a) in-unit,(d) no pets,(c) multi,(c) off-street,10.0
1400,320.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,10.0
4595,1100.0,3.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,8.0
3250,950.0,2.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,7.0
1995,550.0,1.0,1.0,(b) on-site,(c) cats,(c) multi,(b) protected,2.0
3840,799.0,2.0,2.0,(b) on-site,(a) both,(c) multi,(b) protected,5.0
3250,800.0,2.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
7000,2012.0,3.0,2.0,(a) in-unit,(d) no pets,(a) single,(b) protected,5.0
4800,1450.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,8.0
5400,1250.0,3.0,1.5,(b) on-site,(c) cats,(c) multi,(d) no parking,5.0
4500,1500.0,3.0,2.0,(a) in-unit,(a) both,(c) multi,(b) protected,9.0
4750,1561.0,3.0,1.0,(a) in-unit,(d) no pets,(c) multi,(b) protected,6.0
3995,850.0,1.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
3650,838.0,1.0,1.5,(a) in-unit,(d) no pets,(c) multi,(b) protected,9.0
2100,400.0,1.0,1.0,(b) on-site,(c) cats,(c) multi,(d) no parking,5.0
4500,1023.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,7.0
4750,1038.0,1.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,7.0
4295,940.0,2.0,2.0,(a) in-unit,(a) both,(c) multi,(d) no parking,6.0
2617,650.0,1.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,9.0
2600,800.0,1.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,8.0
2950,600.0,1.0,1.0,(b) on-site,(a) both,(c) multi,(d) no parking,6.0
2800,700.0,1.0,1.0,(a) in-unit,(c) cats,(c) multi,(d) no parking,8.0
2795,450.0,1.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,7.0
1995,450.0,0.0,1.0,(b) on-site,(d) no pets,(c) multi,(d) no parking,9.0
3495,1700.0,3.0,1.0,(c) no laundry,(d) no pets,(c) multi,(d) no parking,9.0
2950,1000.0,2.0,1.0,(a) in-unit,(d) no pets,(c) multi,(d) no parking,5.0
3895,850.0,3.0,1.0,(a) in-unit,(a) both,(c) multi,(d) no parking,5.0
